,Project,Group,Key,Issuetype,Status,Created Date,Component,Category,First Date,Closed Date,Funnel,In Analysis,Backlog,In Implementation,Blocker,Completed,Monitoring,Done,Resolution 
663,The APP ART,,THEAPP-706,Feature,Done,15.04.2021 16:55:38,App ART Funnel|Griffin|Lebowski|P&S|Release 3.0|Release 3.1|,,07.05.2021 14:55:30,29.09.2021 10:38:10,0,31559,76182,93429,38930,0,0,577687,Done 
664,The APP ART,,THEAPP-705,Feature,Done,15.04.2021 14:33:27,,,31.01.2022 11:09:10,31.01.2022 11:09:10,0,418835,0,0,0,0,0,399096,Won't Do 
665,The APP ART,,THEAPP-704,Feature,Done,15.04.2021 09:23:41,Lebowski|P&S|Release 1.0|Release 2.0|Release 3.0|Release 3.1|SPECTRE|,,09.12.2021 08:17:21,05.08.2022 09:29:21,0,352736,219181,73513,40164,1288,0,131355,Done 
666,The APP ART,,THEAPP-703,Feature,Done,15.04.2021 09:17:06,P&S|Release 1.0|Release 2.0|Release 3.0|Release 3.1|,,19.04.2021 09:40:59,21.07.2021 10:07:10,0,8961,38668,92098,0,0,0,678518,Done 
667,The APP ART,,THEAPP-702,Feature,Done,15.04.2021 09:11:22,P&S|Release 1.0|Release 2.0|Release 3.0|Release 3.1|,,19.04.2021 09:41:09,21.07.2021 10:07:28,0,8967,38667,92099,0,0,0,678517,Done 
668,The APP ART,,THEAPP-701,Feature,Done,15.04.2021 09:04:11,P&S|Release 1.0|Release 2.0|Release 3.0|Release 3.1|,,19.04.2021 09:41:04,21.07.2021 10:07:56,0,8975,38667,92099,0,0,0,678517,Done 
669,The APP ART,,THEAPP-693,Feature,Done,14.04.2021 08:49:19,App ART Funnel|Griffin|P&S|Release 2.0|Release 3.0|Release 3.1|Release 4.0|Stark|,,23.06.2021 15:57:27,05.08.2022 22:28:58,0,120149,271564,297424,0,0,0,130576,Done 
670,The APP ART,,THEAPP-687,Feature,Done,13.04.2021 09:46:21,App ART Funnel|P&S|Release 3.2|Skywalker|,,16.04.2021 13:55:09,15.06.2022 10:39:12,102060,514311,0,0,0,0,0,204726,Won't Do 
671,The APP ART,,THEAPP-666,Feature,Backlog,09.04.2021 11:35:59,BOND|Release 1.0|Release 2.0|Release 3.0|Release 3.1|,,26.08.2021 11:21:46,,0,260904,565843,0,0,0,0,0, 
672,The APP ART,,THEAPP-619,Feature,Done,08.04.2021 11:19:48,CR|Griffin|Mario|P&S|,,08.04.2021 13:07:19,06.07.2021 08:56:47,0,18919,108158,938,0,0,0,700188,Done 
673,The APP ART,,THEAPP-613,Feature,Done,31.03.2021 14:11:18,2022|App ART Funnel|P&S|Release 3.2|,,06.10.2021 15:32:07,06.10.2021 15:32:07,0,272240,0,0,0,0,0,567313,Not Required 
674,The APP ART,,THEAPP-609,Feature,Funnel,31.03.2021 08:47:16,App ART Funnel|,,,,839878,0,0,0,0,0,0, ,
675,The APP ART,,THEAPP-602,Feature,Done,29.03.2021 14:11:28,Lebowski|P&S|Release 2.0|Release 3.0|Release 3.1|Release 3.2|Release 4.0|Skywalker|,,23.09.2022 13:35:28,23.09.2022 13:35:28,0,781884,0,0,0,0,0,60549,Won't Do 
676,The APP ART,,THEAPP-592,Feature,Done,26.03.2021 10:56:14,,,18.05.2022 15:22:00,18.05.2022 15:22:00,0,602185,0,0,0,0,0,244763,Declined 
677,The APP ART,,THEAPP-591,Feature,Done,25.03.2021 10:26:46,App ART Funnel|CR|VICI|,,23.02.2022 16:06:27,02.09.2022 14:16:08,0,563140,78101,116426,0,0,0,90749,Done 
678,The APP ART,,THEAPP-589,Feature,Done,23.03.2021 18:47:43,App ART Funnel|CR|P&S|PCS|VICI|,,26.03.2021 12:49:46,10.08.2021 13:12:00,0,61646,38818,100799,0,0,0,649533,Done 
679,The APP ART,,THEAPP-588,Feature,Backlog,23.03.2021 18:22:58,Mario|SPECTRE|,,19.08.2021 12:31:18,,0,505013,345808,0,0,0,0,0, 
680,The APP ART,,THEAPP-585,Feature,Done,23.03.2021 11:32:15,App ART Funnel|P&S|Release 3.0|Release 3.1|,,05.05.2021 14:39:30,05.05.2021 14:39:30,0,62107,0,0,0,0,0,789125,Duplicate 
681,The APP ART,,THEAPP-584,Feature,Completed,23.03.2021 11:27:43,App ART Funnel|P&S|Release 3.0|Release 3.1|Stromberg|,,07.04.2021 14:12:39,21.12.2021 11:46:35,0,41963,119443,231408,0,458098,0,321,Done 
682,The APP ART,,THEAPP-583,Feature,Completed,23.03.2021 11:14:01,App ART Funnel|P&S|Release 3.0|Release 3.1|,,07.04.2021 14:12:45,21.12.2021 11:46:58,0,41977,70719,280124,0,458098,0,329,Done 
683,The APP ART,,THEAPP-574,Feature,Funnel,15.03.2021 10:39:11,App ART Funnel|Backend|P&S|Release 1.0|Release 2.0|Release 3.0|Release 3.1|Release 4.0|,,,,862806,0,0,0,0,0,0, ,
684,The APP ART,,THEAPP-572,Feature,Done,12.03.2021 10:29:50,App ART Funnel|Backend|CR|Griffin|P&S|,,21.04.2021 16:19:09,24.08.2021 13:13:18,0,57949,99170,80643,0,0,0,629372,Done 
685,The APP ART,,THEAPP-552,Feature,Backlog,08.03.2021 16:03:02,2022|Android|App ART Funnel|BOND|CR|Design|iOS|P&S|Stark|,,17.11.2021 12:06:40,,0,366884,505677,0,0,0,0,0, 
686,The APP ART,,THEAPP-551,Feature,Funnel,04.03.2021 15:31:24,Griffin|VICI|,,,,878353,0,0,0,0,0,0, ,
687,The APP ART,,THEAPP-540,Feature,Done,01.03.2021 19:15:17,App ART Funnel|P&S|Release 3.0|Release 3.1|,,01.03.2021 19:16:22,24.08.2021 12:57:29,0,1,123250,129809,0,0,0,629387,Done 
688,The APP ART,,THEAPP-539,Feature,Done,01.03.2021 11:05:24,App ART Funnel|Mario|P&S|PCS|Release 1.0|Release 2.0|Release 3.0|Release 3.1|Release 4.0|Stromberg|,,25.01.2022 11:56:47,25.01.2022 11:56:47,0,475251,0,0,0,0,0,407687,Won't Do 
689,The APP ART,,THEAPP-538,Feature,In Implementation,26.02.2021 14:03:12,App ART Funnel|Griffin|Pikachu|Release 4.0|,,16.03.2021 12:26:15,,0,591637,73366,87816,134260,0,0,0, 
690,The APP ART,,THEAPP-535,Feature,Done,22.02.2021 15:37:46,App ART Funnel|CR|P&S|,,22.02.2021 15:38:25,30.06.2021 10:42:15,0,40314,143709,0,0,0,0,708723,Won't Fix 
691,The APP ART,,THEAPP-519,Feature,Backlog,11.02.2021 08:55:49,Griffin|P&S|Release 2.0|Release 3.0|Release 3.1|Release 4.0|,,12.08.2021 15:24:01,,0,350268,558721,0,0,0,0,0, 
692,The APP ART,,THEAPP-518,Feature,Completed,08.02.2021 17:51:19,App ART Funnel|P&S|Release 2.0|Stromberg|,,05.05.2021 14:34:25,12.08.2021 15:12:28,0,123643,99301,43295,0,646532,0,0, 
693,The APP ART,,THEAPP-517,Feature,Done,05.02.2021 13:56:54,App ART Funnel|P&S|Release 3.0|Release 3.1|,,05.02.2021 14:07:23,24.08.2021 12:57:48,20120,87454,79493,100870,0,0,0,629387,Done 
694,The APP ART,,THEAPP-516,Feature,Done,05.02.2021 13:34:06,App ART Funnel|P&S|Release 3.0|Release 3.1|,,05.02.2021 14:07:16,24.08.2021 12:57:39,20119,48794,89237,129809,0,0,0,629387,Done 
695,The APP ART,,THEAPP-515,Feature,E2E Test,04.02.2021 16:58:31,App ART Funnel|Mario|P&S|Release 3.0|Release 3.1|Release 4.0|,,20.04.2021 19:38:41,,0,361390,48787,500123,8284,0,0,0, 
696,The APP ART,,THEAPP-514,Feature,Done,04.02.2021 14:52:58,App ART Funnel|P&S|Release 3.0|Release 3.1|,,04.02.2021 14:59:05,24.08.2021 12:57:57,20120,58469,80924,129809,0,0,0,629387,Done 
697,The APP ART,,THEAPP-513,Feature,Done,04.02.2021 14:33:32,App ART Funnel|P&S|Release 3.0|Release 3.1|,,04.02.2021 14:49:44,24.08.2021 12:58:06,20120,52668,86744,129809,0,0,0,629387,Done 
698,The APP ART,,THEAPP-512,Feature,Done,04.02.2021 14:11:19,App ART Funnel|P&S|Release 3.0|Release 3.1|,,04.02.2021 14:32:31,28.04.2021 09:51:39,0,11565,55827,50686,1179,0,0,799493,Done 
699,The APP ART,,THEAPP-504,Feature,Done,28.01.2021 13:33:32,App ART Funnel|VICI|,,10.03.2021 17:23:59,21.07.2021 15:39:49,40345,180064,30275,0,0,0,0,678185,Won't Do 
700,The APP ART,,THEAPP-503,Feature,Done,27.01.2021 12:26:17,App ART Funnel|PCS|,,27.01.2021 12:29:19,10.08.2021 08:27:43,1,4,52012,228541,0,0,0,649817,Done 
701,The APP ART,,THEAPP-502,Feature,Funnel,26.01.2021 13:40:01,P&S|Stromberg|,,,,931745,0,0,0,0,0,0, ,
702,The APP ART,,THEAPP-500,Feature,Done,22.01.2021 10:03:49,Android|App ART Funnel|Backend|CR|iOS|VICI|,,01.07.2021 16:01:46,05.10.2021 13:18:53,0,260801,47553,60479,0,0,0,568886,Done 
703,The APP ART,,THEAPP-499,Feature,Done,21.01.2021 16:54:54,App ART Funnel|CR|Lebowski|P&S|Skywalker|,,22.01.2021 10:30:56,22.11.2021 18:07:32,0,17129,422143,0,0,0,0,499477,Done 
704,The APP ART,,THEAPP-498,Feature,Done,21.01.2021 16:13:38,App ART Funnel|CR|P&S|,,22.01.2021 10:31:05,14.04.2021 14:14:04,0,17167,30170,72061,0,0,0,819391,Done 
705,The APP ART,,THEAPP-497,Feature,Done,21.01.2021 14:49:02,CR|Lebowski|VICI|,,21.01.2021 14:49:18,02.11.2021 13:36:25,0,8556,300953,100817,0,0,0,528548,Done 
706,The APP ART,,THEAPP-482,Feature,Funnel,20.01.2021 12:02:16,VICI|,,20.01.2021 12:05:51,,486929,453553,0,0,0,0,0,0, 
707,The APP ART,,THEAPP-480,Feature,Done,12.01.2021 18:13:47,App ART Funnel|P&S|Release 1.0|Release 2.0|Release 3.0|Release 3.1|Release 4.0|,,09.02.2021 14:44:55,05.05.2021 15:12:33,0,40112,94684,27741,0,0,0,789092,Done 
708,The APP ART,,THEAPP-478,Feature,Done,17.12.2020 11:05:25,App ART Funnel|P&S|Release 3.0|Release 3.1|,,20.01.2021 15:47:34,06.10.2021 15:22:15,0,282602,0,139573,0,0,0,567323,Done 
709,The APP ART,,THEAPP-471,Feature,Done,10.12.2020 18:41:23,App ART Funnel|CR|VICI|,,28.02.2022 16:34:07,28.02.2022 16:34:07,0,640672,0,0,0,0,0,358451,Won't Do 
710,The APP ART,,THEAPP-470,Feature,Done,07.12.2020 15:07:27,CR|P&S|,,09.12.2020 09:55:26,06.05.2021 19:04:46,0,2567,0,213668,0,0,0,787420,Done 
711,The APP ART,,THEAPP-469,Feature,Completed,07.12.2020 14:26:02,P&S|Release 2.0|Release 3.0|,,07.12.2020 14:28:00,09.12.2020 09:57:54,0,1,0,2609,0,1001087,0,0, 
712,The APP ART,,THEAPP-468,Feature,Done,07.12.2020 13:52:39,CR|Lebowski|VICI|,,14.01.2021 12:22:03,02.11.2021 13:36:13,0,73413,300952,100816,0,0,0,528549,Done 
713,The APP ART,,THEAPP-467,Feature,Done,04.12.2020 14:20:02,App ART Funnel|,,26.03.2021 12:43:30,26.03.2021 12:43:30,0,161183,0,0,0,0,0,846841,Duplicate 
714,The APP ART,,THEAPP-466,Feature,Done,04.12.2020 14:15:41,App ART Funnel|,,26.03.2021 12:42:56,26.03.2021 12:42:56,0,161187,0,0,0,0,0,846842,Duplicate 
715,The APP ART,,THEAPP-464,Feature,Done,03.12.2020 18:42:43,App ART Funnel|Backend|P&S|Release 1.0|Release 2.0|Release 3.0|Release 3.1|,,23.06.2021 15:58:01,01.07.2021 12:04:42,0,302001,0,0,0,0,0,707200,Not Required 
716,The APP ART,,THEAPP-463,Feature,Done,03.12.2020 18:31:43,Griffin|P&S|,,15.07.2021 12:53:41,15.07.2021 12:53:41,0,322221,0,0,0,0,0,686991,Duplicate 
717,The APP ART,,THEAPP-462,Feature,Done,03.12.2020 18:28:52,Lebowski|P&S|Release 3.0|Release 3.1|Skywalker|,,20.01.2021 15:32:06,12.07.2022 10:14:10,116992,284462,119403,322484,0,0,0,165871,Done 
718,The APP ART,,THEAPP-461,Feature,Done,03.12.2020 14:50:34,P&S|Release 1.0|Release 2.0|Release 3.0|,,15.12.2020 13:35:01,24.08.2021 12:58:16,0,17204,50210,312631,0,0,0,629387,Done 
719,The APP ART,,THEAPP-460,Feature,Done,03.12.2020 14:15:06,App ART Funnel|P&S|Release 3.1|Release 4.0|,,20.01.2021 15:14:06,22.04.2021 14:37:00,0,110666,10406,70698,9848,0,0,807848,Done 
720,The APP ART,,THEAPP-457,Feature,Done,20.11.2020 17:16:26,CR|,,20.11.2020 17:19:30,08.02.2021 09:48:28,0,3,17117,97631,0,0,0,913256,Done 
721,The APP ART,,THEAPP-455,Feature,Done,19.11.2020 17:16:55,P&S|Release 1.0|Release 2.0|Release 3.0|,,19.11.2020 19:08:58,05.05.2021 15:08:17,0,112,86215,154023,0,0,0,789097,Done 
722,The APP ART,,THEAPP-454,Feature,Done,19.11.2020 16:19:29,CR|P&S|,,23.11.2020 12:17:15,14.12.2020 15:47:09,0,6963,19044,9958,0,0,0,993538,Done 
723,The APP ART,,THEAPP-453,Feature,Done,19.11.2020 16:16:24,CR|,,23.11.2020 12:12:40,23.11.2020 12:12:40,0,5516,0,0,0,0,0,1023992,Duplicate 
724,The APP ART,,THEAPP-452,Feature,Done,19.11.2020 16:13:50,CR|Lebowski|Release 1.0|Release 2.0|Release 3.0|Release 3.1|Release 4.0|VICI|,,19.11.2020 16:15:33,14.12.2020 08:51:32,39206,15096,24301,5713,0,0,0,945191,Duplicate 
725,The APP ART,,THEAPP-451,Feature,Done,17.11.2020 15:17:11,App ART Funnel|Backend|CR|VICI|,,27.01.2021 13:27:42,06.10.2021 16:20:12,0,223353,58762,142750,40314,0,0,567265,Done 
726,The APP ART,,THEAPP-450,Feature,Done,17.11.2020 09:31:20,App ART Funnel|P&S|Release 3.1|,,02.02.2021 11:04:42,02.02.2021 11:04:42,0,110973,0,0,0,0,0,921820,Duplicate 
727,The APP ART,,THEAPP-449,Feature,Funnel,17.11.2020 09:29:37,App ART Funnel|Griffin|P&S|Release 4.0|Stromberg|,,,,1032795,0,0,0,0,0,0, ,
728,The APP ART,,THEAPP-448,Feature,Done,17.11.2020 09:29:00,App ART Funnel|P&S|Release 3.1|,,10.02.2021 17:55:55,09.09.2021 10:17:48,0,184474,28895,212918,0,0,0,606507,Done 
729,The APP ART,,THEAPP-447,Feature,Done,17.11.2020 09:18:36,App ART Funnel|P&S|Release 3.1|,,10.02.2021 18:39:04,10.02.2021 18:39:04,0,122960,0,0,0,0,0,909846,Duplicate 
730,The APP ART,,THEAPP-446,Feature,Backlog,17.11.2020 09:16:22,App ART Funnel|BOND|Release 4.0|,,30.06.2022 14:52:56,,0,940548,92260,0,0,0,0,0, 
731,The APP ART,,THEAPP-445,Feature,Backlog,17.11.2020 09:11:41,App ART Funnel|BOND|Release 4.0|,,14.07.2022 11:17:36,,0,940484,92327,0,0,0,0,0, 
732,The APP ART,,THEAPP-444,Feature,Done,17.11.2020 09:10:09,App ART Funnel|P&S|Release 3.1|,,10.02.2021 18:21:21,10.02.2021 18:21:21,0,122951,0,0,0,0,0,909863,Duplicate 
733,The APP ART,,THEAPP-443,Feature,Done,17.11.2020 09:07:26,App ART Funnel|Griffin|P&S|Release 4.0|Skywalker|,,20.11.2021 19:00:55,20.11.2021 19:00:55,0,530513,0,0,0,0,0,502304,Duplicate 
734,The APP ART,,THEAPP-442,Feature,Done,17.11.2020 09:06:44,App ART Funnel|P&S|Release 3.1|,,19.05.2021 15:23:23,19.05.2021 15:23:23,0,263896,0,0,0,0,0,768921,Duplicate 
735,The APP ART,,THEAPP-441,Feature,Completed,17.11.2020 09:04:57,App ART Funnel|P&S|Release 3.1|Release 3.2|Release 4.0|Stromberg|,,21.07.2021 13:33:28,14.12.2021 10:28:44,0,354508,89174,116400,75,468256,0,4401,Done 
736,The APP ART,,THEAPP-439,Feature,Funnel,16.11.2020 20:07:23,App ART Funnel|Griffin|P&S|Release 4.0|,,10.02.2021 18:46:18,,416350,123758,0,342499,150988,0,0,0, 
737,The APP ART,,THEAPP-438,Feature,Done,16.11.2020 20:07:22,App ART Funnel|P&S|Release 4.0|,,10.02.2021 19:20:29,23.04.2021 10:12:46,0,123793,0,103132,0,0,0,806672,Done 
738,The APP ART,,THEAPP-437,Feature,Done,16.11.2020 20:07:22,App ART Funnel|P&S|Release 4.0|,,10.02.2021 19:20:16,10.02.2021 19:20:16,0,123792,0,0,0,0,0,909805,Duplicate 
739,The APP ART,,THEAPP-436,Feature,In Analysis,16.11.2020 20:07:22,App ART Funnel|BOND|Release 4.0|,,14.07.2022 11:17:45,,0,1033597,0,0,0,0,0,0, 
740,The APP ART,,THEAPP-435,Feature,Backlog,16.11.2020 20:07:21,App ART Funnel|BOND|Release 4.0|,,19.04.2021 09:57:41,19.04.2021 09:57:41,8525,311765,92258,0,0,0,0,621048,Won't Do 
741,The APP ART,,THEAPP-434,Feature,Done,16.11.2020 20:07:21,App ART Funnel|Griffin|P&S|Release 4.0|Stark|,,10.02.2021 19:23:29,29.09.2021 11:12:20,0,123796,0,0,332148,0,0,577652,Duplicate 
742,The APP ART,,THEAPP-433,Feature,Done,16.11.2020 20:07:21,App ART Funnel|Release 4.0|,,24.11.2021 08:56:20,24.11.2021 08:56:20,3607,536448,0,0,0,0,0,493540,Won't Do 
743,The APP ART,,THEAPP-432,Feature,E2E Test,16.11.2020 20:07:21,App ART Funnel|P&S|Release 4.0|,,10.02.2021 18:46:11,,0,123758,0,905700,4138,0,0,0, 
744,The APP ART,,THEAPP-431,Feature,Done,16.11.2020 20:07:20,App ART Funnel|P&S|Release 4.0|,,10.02.2021 18:45:42,23.04.2021 10:10:23,0,123758,0,103164,0,0,0,806674,Done 
745,The APP ART,,THEAPP-430,Feature,Done,16.11.2020 20:07:20,App ART Funnel|P&S|Release 4.0|,,10.02.2021 18:45:37,23.04.2021 10:11:59,0,123758,0,103166,0,0,0,806673,Done 
746,The APP ART,,THEAPP-429,Feature,Done,16.11.2020 20:07:20,App ART Funnel|P&S|Release 4.0|,,10.02.2021 19:22:04,29.09.2021 14:55:11,0,123794,0,0,332373,0,0,577430,Won't Do 
747,The APP ART,,THEAPP-428,Feature,Done,16.11.2020 20:07:20,App ART Funnel|P&S|Release 4.0|,,10.02.2021 19:21:46,10.02.2021 19:21:46,0,123794,0,0,0,0,0,909803,Duplicate 
748,The APP ART,,THEAPP-427,Feature,Done,16.11.2020 20:07:19,App ART Funnel|P&S|Release 4.0|,,10.02.2021 19:15:27,10.02.2021 19:15:27,0,123788,0,0,0,0,0,909809,Duplicate 
749,The APP ART,,THEAPP-426,Feature,Done,16.11.2020 20:07:19,App ART Funnel|P&S|Release 4.0|,,10.02.2021 19:10:57,10.02.2021 19:10:57,0,123783,0,0,0,0,0,909814,Done 
750,The APP ART,,THEAPP-425,Feature,Done,16.11.2020 20:07:19,App ART Funnel|P&S|Release 4.0|,,10.02.2021 19:11:04,11.06.2021 16:27:48,0,123783,0,174076,0,0,0,735737,Done 
751,The APP ART,,THEAPP-424,Feature,Done,16.11.2020 20:07:19,App ART Funnel|P&S|Release 4.0|,,10.02.2021 18:46:02,10.02.2021 18:46:02,0,123758,0,0,0,0,0,909839,Declined 
752,The APP ART,,THEAPP-423,Feature,Done,16.11.2020 20:07:18,App ART Funnel|P&S|Release 4.0|,,10.02.2021 19:11:18,23.04.2021 10:14:58,0,123784,0,103143,0,0,0,806670,Not Required 
753,The APP ART,,THEAPP-422,Feature,E2E Test,16.11.2020 20:07:18,App ART Funnel|P&S|Release 4.0|,,10.02.2021 19:10:05,,0,123782,0,905685,4129,0,0,0, 
754,The APP ART,,THEAPP-421,Feature,Done,16.11.2020 20:07:18,App ART Funnel|P&S|Release 4.0|,,10.02.2021 18:26:24,10.02.2021 18:26:24,0,123739,0,0,0,0,0,909858,Duplicate 
755,The APP ART,,THEAPP-420,Feature,Done,16.11.2020 20:07:18,App ART Funnel|P&S|Release 4.0|,,10.02.2021 18:45:32,23.04.2021 10:09:43,0,123758,0,103164,0,0,0,806675,Done 
756,The APP ART,,THEAPP-419,Feature,Done,16.11.2020 20:07:17,App ART Funnel|P&S|Release 4.0|,,10.02.2021 18:45:22,10.02.2021 18:45:22,0,123758,0,0,0,0,0,909839,Won't Do 
757,The APP ART,,THEAPP-418,Feature,Done,16.11.2020 20:07:17,App ART Funnel|Griffin|Lebowski|P&S|Release 4.0|Skywalker|,,10.02.2021 19:13:55,24.08.2022 14:36:07,122396,289531,190268,199578,128132,0,0,103689,Not Required 
758,The APP ART,,THEAPP-417,Feature,Done,16.11.2020 20:07:17,App ART Funnel|P&S|Release 4.0|,,10.02.2021 18:46:31,11.06.2021 16:25:40,0,123759,0,174098,0,0,0,735739,Done 
759,The APP ART,,THEAPP-416,Feature,Done,16.11.2020 20:07:17,App ART Funnel|P&S|Release 4.0|,,10.02.2021 19:09:56,11.06.2021 16:26:11,0,123782,0,174076,0,0,0,735739,Done 
760,The APP ART,,THEAPP-415,Feature,Done,16.11.2020 20:07:16,App ART Funnel|P&S|Release 4.0|,,10.02.2021 18:47:17,10.02.2021 18:47:17,0,123760,0,0,0,0,0,909838,Duplicate 
761,The APP ART,,THEAPP-414,Feature,Done,16.11.2020 20:07:16,App ART Funnel|P&S|Release 4.0|,,10.02.2021 19:23:09,10.02.2021 19:23:09,0,123795,0,0,0,0,0,909802,Duplicate 
762,The APP ART,,THEAPP-413,Feature,Done,16.11.2020 20:07:16,App ART Funnel|P&S|Release 4.0|,,16.06.2021 16:02:40,16.06.2021 16:02:40,0,305035,0,0,0,0,0,728562,Duplicate 
763,The APP ART,,THEAPP-412,Feature,Done,16.11.2020 20:07:16,App ART Funnel|P&S|Release 4.0|,,16.06.2021 16:04:08,16.06.2021 16:04:08,0,305036,0,0,0,0,0,728561,Duplicate 
764,The APP ART,,THEAPP-410,Feature,Done,16.11.2020 20:07:15,App ART Funnel|P&S|Release 4.0|,,10.02.2021 18:45:29,23.04.2021 10:12:14,0,123758,0,103166,0,0,0,806673,Done 
765,The APP ART,,THEAPP-409,Feature,Done,16.11.2020 20:07:15,App ART Funnel|P&S|Release 4.0|,,10.02.2021 19:13:45,11.06.2021 16:32:16,0,123786,0,174078,0,0,0,735733,Done 
766,The APP ART,,THEAPP-408,Feature,Done,16.11.2020 20:07:15,App ART Funnel|P&S|Release 4.0|,,10.02.2021 19:11:27,23.04.2021 10:13:03,0,123784,0,103141,0,0,0,806672,Done 
767,The APP ART,,THEAPP-407,Feature,Done,16.11.2020 20:07:14,App ART Funnel|P&S|Release 4.0|,,10.02.2021 18:46:24,25.02.2021 18:56:33,0,123759,0,21610,0,0,0,888228,Won't Do 
768,The APP ART,,THEAPP-404,Feature,Done,16.11.2020 13:03:03,CR|P&S|,,23.11.2020 14:11:16,31.03.2021 14:36:28,0,10148,4425,179919,0,0,0,839528,Not Required 
769,The APP ART,,THEAPP-403,Feature,Done,16.11.2020 12:11:56,App ART Funnel|P&S|Release 3.1|,,10.02.2021 18:17:58,10.02.2021 18:17:58,0,124206,0,0,0,0,0,909867,Duplicate 
770,The APP ART,,THEAPP-402,Feature,Done,16.11.2020 12:11:28,App ART Funnel|P&S|Release 3.1|,,10.02.2021 18:36:12,02.07.2021 10:36:00,0,124224,0,0,203999,0,0,705849,Duplicate 
771,The APP ART,,THEAPP-401,Feature,Done,16.11.2020 12:10:51,App ART Funnel|P&S|Release 3.1|,,10.02.2021 18:28:27,10.02.2021 18:28:27,0,124217,0,0,0,0,0,909856,Duplicate 
772,The APP ART,,THEAPP-400,Feature,Done,16.11.2020 12:10:07,App ART Funnel|P&S|Release 3.1|,,10.02.2021 18:30:54,10.02.2021 18:30:54,0,124220,0,0,0,0,0,909854,Duplicate 
773,The APP ART,,THEAPP-399,Feature,Done,16.11.2020 12:09:23,App ART Funnel|P&S|Release 3.1|,,10.02.2021 18:35:21,10.02.2021 18:35:21,0,124225,0,0,0,0,0,909849,Duplicate 
774,The APP ART,,THEAPP-398,Feature,Done,16.11.2020 12:08:41,App ART Funnel|P&S|Release 3.1|,,10.02.2021 18:33:56,10.02.2021 18:33:56,0,124225,0,0,0,0,0,909851,Duplicate 
775,The APP ART,,THEAPP-397,Feature,Done,16.11.2020 12:07:40,App ART Funnel|P&S|Release 3.1|,,10.02.2021 18:36:05,10.02.2021 18:36:05,0,124228,0,0,0,0,0,909849,Duplicate 
776,The APP ART,,THEAPP-396,Feature,Done,16.11.2020 12:07:12,App ART Funnel|P&S|Release 3.1|,,10.02.2021 18:16:29,10.02.2021 18:16:29,0,124209,0,0,0,0,0,909868,Duplicate 
777,The APP ART,,THEAPP-395,Feature,Done,16.11.2020 12:06:42,App ART Funnel|P&S|Release 3.1|,,10.02.2021 18:17:10,10.02.2021 18:17:10,0,124210,0,0,0,0,0,909868,Duplicate 
778,The APP ART,,THEAPP-394,Feature,Done,16.11.2020 12:06:07,App ART Funnel|P&S|Release 3.1|,,10.02.2021 18:37:16,09.04.2021 13:42:05,0,124231,0,78872,4351,0,0,826623,Done 
779,The APP ART,,THEAPP-393,Feature,Done,16.11.2020 12:05:33,App ART Funnel|P&S|Release 3.1|,,10.02.2021 18:24:35,10.02.2021 18:24:35,0,124219,0,0,0,0,0,909860,Duplicate 
780,The APP ART,,THEAPP-392,Feature,Done,16.11.2020 12:02:59,App ART Funnel|P&S|Release 3.1|,,10.02.2021 18:22:26,10.02.2021 18:22:26,0,124219,0,0,0,0,0,909862,Duplicate 
781,The APP ART,,THEAPP-391,Feature,Done,16.11.2020 12:02:30,App ART Funnel|P&S|Release 3.1|,,10.02.2021 18:26:39,10.02.2021 18:26:39,0,124224,0,0,0,0,0,909858,Duplicate 
782,The APP ART,,THEAPP-390,Feature,Done,16.11.2020 12:00:17,App ART Funnel|P&S|Release 3.1|,,10.02.2021 18:37:47,16.04.2021 09:13:32,0,124237,0,93035,0,0,0,816811,Done 
783,The APP ART,,THEAPP-389,Feature,Done,16.11.2020 12:00:02,App ART Funnel|P&S|Release 3.1|,,10.02.2021 18:37:02,10.02.2021 18:37:02,0,124237,0,0,0,0,0,909848,Duplicate 
784,The APP ART,,THEAPP-388,Feature,Done,16.11.2020 11:57:35,App ART Funnel|P&S|Release 3.1|,,10.02.2021 18:31:27,22.04.2021 14:33:19,0,124233,0,102001,0,0,0,807852,Done 
785,The APP ART,,THEAPP-387,Feature,Done,16.11.2020 11:56:13,App ART Funnel|P&S|Release 3.1|,,10.02.2021 18:31:32,08.03.2021 13:10:17,0,124235,0,37118,0,0,0,872735,Done 
786,The APP ART,,THEAPP-386,Feature,Done,16.11.2020 11:53:10,App ART Funnel|P&S|Release 3.1|,,10.02.2021 18:27:21,10.02.2021 18:27:21,0,124234,0,0,0,0,0,909857,Duplicate 
787,The APP ART,,THEAPP-384,Feature,Done,16.11.2020 11:49:43,App ART Funnel|P&S|Release 3.1|,,10.02.2021 18:18:04,12.03.2021 10:10:28,0,124228,0,42712,0,0,0,867154,Done 
788,The APP ART,,THEAPP-383,Feature,Done,16.11.2020 11:48:48,App ART Funnel|P&S|Release 3.1|,,10.02.2021 18:26:43,09.04.2021 13:30:52,0,124237,0,83224,0,0,0,826634,Done 
789,The APP ART,,THEAPP-382,Feature,Done,16.11.2020 11:47:09,App ART Funnel|P&S|Release 3.1|,,10.02.2021 18:31:35,09.04.2021 13:26:48,0,124244,0,83215,0,0,0,826638,Done 
